order_id,date,region,category,channel,units,unit_price,discount_pct,revenue,profit,customer_rating,month,week
10078,2025-01-01,West,Grocery,Store,1,244.65,0.052,302.65,32.83,3.65,2025-01,2024-12-30/2025-01-05
10079,2025-01-01,West,Home & Kitchen,Online,2,2700.14,0.087,6431.39,1385.81,4.1,2025-01,2024-12-30/2025-01-05
10080,2025-01-01,West,Home & Kitchen,Online,1,2752.36,0.03,3483.01,826.44,4.71,2025-01,2024-12-30/2025-01-05
10081,2025-01-01,West,Home & Kitchen,Store,1,1869.58,0.0,2438.82,514.49,4.78,2025-01,2024-12-30/2025-01-05
10082,2025-01-01,West,Home & Kitchen,Store,1,4076.84,0.039,5109.48,1154.09,3.42,2025-01,2024-12-30/2025-01-05
10083,2025-01-02,North,Electronics,Online,1,13380.72,0.14,11584.39,2222.7,4.29,2025-01,2024-12-30/2025-01-05
10084,2025-01-02,North,Electronics,Online,1,15768.09,0.075,14681.81,2580.96,4.32,2025-01,2024-12-30/2025-01-05
10085,2025-01-02,North,Electronics,Online,1,13125.54,0.037,12727.33,2240.2,4.23,2025-01,2024-12-30/2025-01-05
10086,2025-01-02,North,Electronics,Online,1,12230.3,0.142,10560.43,2066.95,3.88,2025-01,2024-12-30/2025-01-05
10087,2025-01-02,North,Electronics,Store,1,16822.7,0.064,15846.35,2627.92,3.82,2025-01,2024-12-30/2025-01-05
10088,2025-01-02,North,Electronics,Store,1,15539.54,0.051,14844.9,2832.1,3.88,2025-01,2024-12-30/2025-01-05
10089,2025-01-02,North,Clothing,Online,3,1355.17,0.105,3665.72,1323.75,4.25,2025-01,2024-12-30/2025-01-05
10090,2025-01-02,North,Clothing,Online,1,1314.8,0.105,1185.43,376.23,4.05,2025-01,2024-12-30/2025-01-05
10091,2025-01-02,North,Clothing,Online,3,1463.29,0.066,4128.2,1539.92,4.35,2025-01,2024-12-30/2025-01-05
10092,2025-01-02,North,Clothing,Online,1,1084.43,0.049,1038.69,379.89,4.51,2025-01,2024-12-30/2025-01-05
10093,2025-01-02,North,Grocery,Online,1,218.96,0.108,196.75,25.9,4.13,2025-01,2024-12-30/2025-01-05
10094,2025-01-02,North,Grocery,Online,1,344.77,0.071,322.5,37.05,3.68,2025-01,2024-12-30/2025-01-05
10095,2025-01-02,North,Grocery,Online,1,247.92,0.048,237.67,31.09,4.27,2025-01,2024-12-30/2025-01-05
10096,2025-01-02,North,Grocery,Online,1,247.03,0.115,220.13,26.48,4.65,2025-01,2024-12-30/2025-01-05
10097,2025-01-02,North,Grocery,Online,2,212.61,0.065,400.27,52.54,3.93,2025-01,2024-12-30/2025-01-05
10098,2025-01-02,North,Grocery,Online,3,200.06,0.059,568.75,68.75,3.72,2025-01,2024-12-30/2025-01-05
10099,2025-01-02,North,Grocery,Store,1,282.61,0.025,277.53,32.46,3.78,2025-01,2024-12-30/2025-01-05
10100,2025-01-02,North,Grocery,Store,1,199.55,0.014,198.01,25.43,4.19,2025-01,2024-12-30/2025-01-05
10101,2025-01-02,North,Home & Kitchen,Online,3,3886.96,0.092,10659.0,2503.04,4.29,2025-01,2024-12-30/2025-01-05
10102,2025-01-02,North,Home & Kitchen,Online,1,3518.97,0.069,3299.1,761.15,3.67,2025-01,2024-12-30/2025-01-05
10103,2025-01-02,North,Home & Kitchen,Online,1,4022.76,0.105,3627.05,874.74,3.4,2025-01,2024-12-30/2025-01-05
10104,2025-01-02,North,Home & Kitchen,Online,2,4730.6,0.088,8688.05,1927.15,3.84,2025-01,2024-12-30/2025-01-05
10105,2025-01-02,North,Home & Kitchen,Online,1,3149.29,0.085,2900.59,582.97,4.16,2025-01,2024-12-30/2025-01-05
10106,2025-01-02,North,Home & Kitchen,Online,1,2439.9,0.066,2295.55,542.55,4.05,2025-01,2024-12-30/2025-01-05
10107,2025-01-02,North,Home & Kitchen,Store,1,4504.93,0.0,4535.94,1056.75,4.03,2025-01,2024-12-30/2025-01-05
10108,2025-01-02,North,Home & Kitchen,Store,1,2548.74,0.023,2506.42,600.34,3.64,2025-01,2024-12-30/2025-01-05
10109,2025-01-02,North,Home & Kitchen,Store,7,2446.47,0.057,16261.44,3384.3,4.02,2025-01,2024-12-30/2025-01-05
10110,2025-01-02,South,Electronics,Online,6,11245.38,0.088,61952.23,11768.29,3.91,2025-01,2024-12-30/2025-01-05
10111,2025-01-02,South,Electronics,Store,1,18747.61,0.01,18693.41,3163.28,4.82,2025-01,2024-12-30/2025-01-05
10112,2025-01-02,South,Electronics,Store,2,12777.5,0.017,25303.43,4109.74,3.34,2025-01,2024-12-30/2025-01-05
10113,2025-01-02,South,Electronics,Store,1,14480.9,0.054,13799.45,2622.92,4.27,2025-01,2024-12-30/2025-01-05
10114,2025-01-02,South,Electronics,Store,7,14927.47,0.03,102066.66,18806.15,3.64,2025-01,2024-12-30/2025-01-05
10115,2025-01-02,South,Clothing,Online,1,689.57,0.075,642.5,208.36,3.71,2025-01,2024-12-30/2025-01-05
10116,2025-01-02,South,Clothing,Online,1,1360.21,0.088,1248.69,455.09,3.68,2025-01,2024-12-30/2025-01-05
10117,2025-01-02,South,Grocery,Online,1,312.97,0.083,288.83,36.86,4.38,2025-01,2024-12-30/2025-01-05
10118,2025-01-02,South,Grocery,Online,1,354.16,0.049,339.1,43.05,3.79,2025-01,2024-12-30/2025-01-05
10119,2025-01-02,South,Grocery,Online,1,353.65,0.046,339.65,42.23,4.23,2025-01,2024-12-30/2025-01-05
10120,2025-01-02,South,Grocery,Online,2,273.95,0.024,538.4,62.94,3.64,2025-01,2024-12-30/2025-01-05
10121,2025-01-02,South,Grocery,Store,1,351.04,0.0,353.45,43.2,3.87,2025-01,2024-12-30/2025-01-05
10122,2025-01-02,South,Home & Kitchen,Online,6,2462.7,0.09,13543.17,2974.9,3.88,2025-01,2024-12-30/2025-01-05
10123,2025-01-02,South,Home & Kitchen,Online,1,721.17,0.045,693.21,149.18,4.13,2025-01,2024-12-30/2025-01-05
10124,2025-01-02,South,Home & Kitchen,Online,6,3277.2,0.033,19138.84,3851.38,3.89,2025-01,2024-12-30/2025-01-05
10125,2025-01-02,South,Home & Kitchen,Online,1,2604.99,0.099,2362.03,541.14,3.44,2025-01,2024-12-30/2025-01-05
10126,2025-01-02,South,Home & Kitchen,Online,3,4661.4,0.091,12800.84,3023.61,4.52,2025-01,2024-12-30/2025-01-05
10127,2025-01-02,South,Home & Kitchen,Store,1,3041.56,0.026,2982.65,713.12,3.69,2025-01,2024-12-30/2025-01-05
10128,2025-01-02,East,Electronics,Online,1,15418.03,0.143,13309.63,2223.07,3.94,2025-01,2024-12-30/2025-01-05
10129,2025-01-02,East,Electronics,Online,1,12184.6,0.074,11357.18,2123.05,4.09,2025-01,2024-12-30/2025-01-05
10130,2025-01-02,East,Electronics,Store,1,18316.58,0.007,18316.32,3401.02,4.22,2025-01,2024-12-30/2025-01-05
10131,2025-01-02,East,Electronics,Store,1,14807.58,0.047,14209.79,2508.72,4.24,2025-01,2024-12-30/2025-01-05
10132,2025-01-02,East,Electronics,Store,2,18568.41,0.069,34823.89,5792.17,4.0,2025-01,2024-12-30/2025-01-05
10133,2025-01-02,East,Electronics,Store,1,14480.78,0.003,14530.24,2588.61,4.72,2025-01,2024-12-30/2025-01-05
10134,2025-01-02,East,Electronics,Store,1,13083.11,0.0,13173.18,2543.48,3.83,2025-01,2024-12-30/2025-01-05
10135,2025-01-02,East,Electronics,Store,1,7501.78,0.1,6799.15,1288.68,4.39,2025-01,2024-12-30/2025-01-05
10136,2025-01-02,East,Clothing,Online,1,1270.3,0.074,1183.97,381.36,4.22,2025-01,2024-12-30/2025-01-05
10137,2025-01-02,East,Clothing,Online,2,1175.42,0.023,2313.43,827.57,4.16,2025-01,2024-12-30/2025-01-05
10138,2025-01-02,East,Clothing,Online,1,1435.19,0.051,1371.48,482.44,4.22,2025-01,2024-12-30/2025-01-05
10139,2025-01-02,East,Clothing,Store,2,1310.12,0.013,2604.95,936.01,4.13,2025-01,2024-12-30/2025-01-05
10140,2025-01-02,East,Grocery,Online,1,233.48,0.058,221.35,28.28,4.36,2025-01,2024-12-30/2025-01-05
10141,2025-01-02,East,Grocery,Online,1,264.37,0.044,254.38,31.97,4.12,2025-01,2024-12-30/2025-01-05
10142,2025-01-02,East,Grocery,Online,1,323.48,0.063,305.09,37.3,3.45,2025-01,2024-12-30/2025-01-05
10143,2025-01-02,East,Grocery,Online,1,274.87,0.13,240.69,29.99,3.78,2025-01,2024-12-30/2025-01-05
10144,2025-01-02,East,Grocery,Online,1,152.62,0.063,144.06,16.34,3.59,2025-01,2024-12-30/2025-01-05
10145,2025-01-02,East,Grocery,Online,2,204.46,0.087,375.9,48.54,3.38,2025-01,2024-12-30/2025-01-05
10146,2025-01-02,East,Grocery,Store,1,350.35,0.033,341.16,44.69,3.83,2025-01,2024-12-30/2025-01-05
10147,2025-01-02,East,Grocery,Store,1,260.16,0.078,241.65,28.11,3.98,2025-01,2024-12-30/2025-01-05
10148,2025-01-02,East,Home & Kitchen,Online,1,3314.65,0.064,3123.29,731.93,4.14,2025-01,2024-12-30/2025-01-05
10149,2025-01-02,East,Home & Kitchen,Online,1,1935.01,0.083,1787.37,377.93,4.28,2025-01,2024-12-30/2025-01-05
10150,2025-01-02,East,Home & Kitchen,Online,4,4994.4,0.088,18354.27,4321.75,4.0,2025-01,2024-12-30/2025-01-05
10151,2025-01-02,East,Home & Kitchen,Online,3,2767.78,0.097,7549.09,1595.92,4.24,2025-01,2024-12-30/2025-01-05
10152,2025-01-02,East,Home & Kitchen,Online,1,2281.23,0.082,2109.69,494.07,4.07,2025-01,2024-12-30/2025-01-05
10153,2025-01-02,West,Electronics,Online,1,11804.66,0.095,10754.0,1909.59,4.02,2025-01,2024-12-30/2025-01-05
10154,2025-01-02,West,Electronics,Online,1,15193.42,0.096,13826.3,2563.5,3.49,2025-01,2024-12-30/2025-01-05
10155,2025-01-02,West,Electronics,Online,7,14359.67,0.063,94824.32,15775.91,3.84,2025-01,2024-12-30/2025-01-05
10156,2025-01-02,West,Electronics,Online,1,13159.79,0.034,12800.26,2361.14,4.36,2025-01,2024-12-30/2025-01-05
10157,2025-01-02,West,Electronics,Online,1,7338.24,0.116,6529.93,1230.3,3.87,2025-01,2024-12-30/2025-01-05
10158,2025-01-02,West,Electronics,Online,1,13270.47,0.05,12691.37,2306.36,3.99,2025-01,2024-12-30/2025-01-05
10159,2025-01-02,West,Electronics,Store,1,11420.82,0.0,11499.44,2053.11,3.45,2025-01,2024-12-30/2025-01-05
10160,2025-01-02,West,Electronics,Store,1,15854.67,0.05,15160.24,2476.93,3.9,2025-01,2024-12-30/2025-01-05
10161,2025-01-02,West,Clothing,Online,2,1215.67,0.069,2279.06,729.27,4.07,2025-01,2024-12-30/2025-01-05
10162,2025-01-02,West,Clothing,Online,2,1524.7,0.049,2921.2,955.78,4.21,2025-01,2024-12-30/2025-01-05
10163,2025-01-02,West,Clothing,Online,1,1023.04,0.11,916.89,328.91,3.7,2025-01,2024-12-30/2025-01-05
10164,2025-01-02,West,Clothing,Online,2,1074.38,0.094,1960.89,623.44,4.87,2025-01,2024-12-30/2025-01-05
10165,2025-01-02,West,Clothing,Online,1,1649.82,0.069,1546.47,587.61,3.66,2025-01,2024-12-30/2025-01-05
10166,2025-01-02,West,Clothing,Online,1,879.68,0.073,820.75,309.49,3.89,2025-01,2024-12-30/2025-01-05
10167,2025-01-02,West,Clothing,Online,3,1428.25,0.075,3990.74,1468.0,4.11,2025-01,2024-12-30/2025-01-05
10168,2025-01-02,West,Clothing,Store,2,1207.58,0.014,2397.39,840.07,4.33,2025-01,2024-12-30/2025-01-05
10169,2025-01-02,West,Clothing,Store,1,1380.9,0.047,1325.11,481.31,3.4,2025-01,2024-12-30/2025-01-05
10170,2025-01-02,West,Clothing,Store,1,1425.06,0.024,1400.82,519.71,3.76,2025-01,2024-12-30/2025-01-05
10171,2025-01-02,West,Clothing,Store,1,849.87,0.066,799.33,282.8,3.86,2025-01,2024-12-30/2025-01-05
10172,2025-01-02,West,Clothing,Store,3,923.42,0.082,2561.15,965.64,3.94,2025-01,2024-12-30/2025-01-05
10173,2025-01-02,West,Grocery,Online,1,216.89,0.084,200.08,24.31,3.72,2025-01,2024-12-30/2025-01-05
10174,2025-01-02,West,Grocery,Online,1,311.44,0.08,288.57,31.7,4.52,2025-01,2024-12-30/2025-01-05
10175,2025-01-02,West,Grocery,Online,2,291.78,0.0,587.58,65.54,4.32,2025-01,2024-12-30/2025-01-05
10176,2025-01-02,West,Grocery,Online,1,245.04,0.086,225.58,26.64,4.23,2025-01,2024-12-30/2025-01-05
10177,2025-01-02,West,Grocery,Store,1,321.92,0.015,319.16,37.03,3.65,2025-01,2024-12-30/2025-01-05
10178,2025-01-02,West,Grocery,Store,5,136.24,0.016,674.91,87.03,3.46,2025-01,2024-12-30/2025-01-05
10179,2025-01-02,West,Home & Kitchen,Online,2,2871.28,0.062,5423.98,1219.58,4.19,2025-01,2024-12-30/2025-01-05
10180,2025-01-02,West,Home & Kitchen,Online,1,3097.2,0.077,2878.41,603.07,3.92,2025-01,2024-12-30/2025-01-05
10181,2025-01-02,West,Home & Kitchen,Online,2,2261.74,0.125,3986.29,800.75,3.89,2025-01,2024-12-30/2025-01-05
10182,2025-01-02,West,Home & Kitchen,Online,1,2095.18,0.102,1894.2,376.87,3.89,2025-01,2024-12-30/2025-01-05
10183,2025-01-02,West,Home & Kitchen,Online,1,3077.4,0.033,2995.95,689.54,3.79,2025-01,2024-12-30/2025-01-05
10184,2025-01-02,West,Home & Kitchen,Store,1,3278.32,0.008,3274.61,770.93,3.78,2025-01,2024-12-30/2025-01-05
10185,2025-01-02,West,Home & Kitchen,Store,2,3121.85,0.005,6254.17,1364.44,4.13,2025-01,2024-12-30/2025-01-05
10186,2025-01-02,West,Home & Kitchen,Store,1,4608.01,0.049,4414.36,886.14,4.92,2025-01,2024-12-30/2025-01-05
10187,2025-01-03,North,Electronics,Online,1,13114.55,0.084,12141.18,2056.42,4.65,2025-01,2024-12-30/2025-01-05
10188,2025-01-03,North,Electronics,Online,2,13918.58,0.106,25129.47,4558.32,3.97,2025-01,2024-12-30/2025-01-05
10189,2025-01-03,North,Electronics,Online,1,12079.66,0.083,11186.55,1927.86,3.42,2025-01,2024-12-30/2025-01-05
10190,2025-01-03,North,Electronics,Store,2,15203.57,0.055,29030.96,5650.04,3.93,2025-01,2024-12-30/2025-01-05
10191,2025-01-03,North,Electronics,Store,1,13995.67,0.008,14028.09,2718.18,4.18,2025-01,2024-12-30/2025-01-05
10192,2025-01-03,North,Electronics,Store,7,15072.66,0.064,99726.36,16751.47,4.67,2025-01,2024-12-30/2025-01-05
10193,2025-01-03,North,Electronics,Store,2,14438.57,0.006,29004.91,5594.88,4.34,2025-01,2024-12-30/2025-01-05
10194,2025-01-03,North,Clothing,Online,1,639.99,0.105,578.56,186.32,4.22,2025-01,2024-12-30/2025-01-05
10195,2025-01-03,North,Clothing,Online,2,1097.32,0.117,1958.95,665.39,4.61,2025-01,2024-12-30/2025-01-05
10196,2025-01-03,North,Clothing,Online,1,1506.28,0.045,1453.92,527.83,4.48,2025-01,2024-12-30/2025-01-05
10197,2025-01-03,North,Clothing,Online,1,1331.07,0.084,1232.12,414.45,4.78,2025-01,2024-12-30/2025-01-05
10198,2025-01-03,North,Clothing,Online,1,870.81,0.092,798.6,289.05,3.9,2025-01,2024-12-30/2025-01-05
10199,2025-01-03,North,Clothing,Online,3,1237.53,0.015,3695.34,1416.71,4.34,2025-01,2024-12-30/2025-01-05
10200,2025-01-03,North,Grocery,Online,1,292.57,0.086,270.2,34.4,4.13,2025-01,2024-12-30/2025-01-05
10201,2025-01-03,North,Home & Kitchen,Online,1,2720.55,0.023,2684.19,602.14,3.88,2025-01,2024-12-30/2025-01-05
10202,2025-01-03,North,Home & Kitchen,Online,4,4368.49,0.102,15853.1,3163.1,3.74,2025-01,2024-12-30/2025-01-05
10203,2025-01-03,North,Home & Kitchen,Online,1,3190.7,0.088,2940.1,689.42,4.26,2025-01,2024-12-30/2025-01-05
10204,2025-01-03,North,Home & Kitchen,Online,1,3542.3,0.124,3134.3,703.6,3.86,2025-01,2024-12-30/2025-01-05
10205,2025-01-03,North,Home & Kitchen,Online,1,4051.93,0.05,3890.85,858.1,4.31,2025-01,2024-12-30/2025-01-05
10206,2025-01-03,North,Home & Kitchen,Online,5,2859.29,0.124,12647.61,2785.96,4.24,2025-01,2024-12-30/2025-01-05
10207,2025-01-03,North,Home & Kitchen,Store,1,2970.37,0.023,2930.83,605.59,3.27,2025-01,2024-12-30/2025-01-05
10208,2025-01-03,South,Electronics,Online,1,18253.44,0.075,17055.13,2816.4,4.27,2025-01,2024-12-30/2025-01-05
10209,2025-01-03,South,Electronics,Online,3,12341.34,0.137,32280.26,6383.14,3.98,2025-01,2024-12-30/2025-01-05
10210,2025-01-03,South,Electronics,Online,1,13802.66,0.088,12717.8,2338.61,4.2,2025-01,2024-12-30/2025-01-05
10211,2025-01-03,South,Electronics,Online,2,17763.74,0.072,33311.89,5943.66,3.64,2025-01,2024-12-30/2025-01-05
10212,2025-01-03,South,Electronics,Store,1,19564.2,0.0,19766.17,3624.56,4.66,2025-01,2024-12-30/2025-01-05
10213,2025-01-03,South,Clothing,Store,1,1227.14,0.11,1103.0,350.82,3.91,2025-01,2024-12-30/2025-01-05
10214,2025-01-03,South,Clothing,Store,1,943.08,0.044,910.77,314.3,4.44,2025-01,2024-12-30/2025-01-05
10215,2025-01-03,South,Clothing,Store,1,1429.79,0.046,1378.33,516.91,4.3,2025-01,2024-12-30/2025-01-05
10216,2025-01-03,South,Clothing,Store,1,1402.7,0.078,1307.25,474.78,4.41,2025-01,2024-12-30/2025-01-05
